timestamp_ms,ovr_timestamp,create_pose_location_x,create_pose_location_y,create_pose_location_z,create_pose_rotation_x,create_pose_rotation_y,create_pose_rotation_z,create_pose_rotation_w,fov_left_angle_tangent,fov_right_angle_tangent,fov_top_angle_tangent,fov_down_angle_tangent,near_z,far_z,width,height
1774163144532,77478.844405992,0.0288403034210205,0.928723692893982,-0.0287027359008789,0.296732366085052,0.180500313639641,-0.0652482360601425,0.935474336147308,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
1774163144574,77478.886072636,0.0288453102111816,0.928757548332214,-0.0287172794342041,0.296696484088898,0.180636361241341,-0.0654260367155075,0.935447096824646,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
1774163144615,77478.927739318,0.028862476348877,0.928762078285217,-0.0287411212921143,0.296694904565811,0.180592656135559,-0.0654279366135597,0.935455858707428,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
1774163144657,77478.969405953,0.0289754867553711,0.928701937198639,-0.0287532806396484,0.296695113182068,0.18038634955883,-0.0654194951057434,0.935496270656586,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
1774163144699,77479.011072693,0.0289132595062256,0.928726673126221,-0.0287735462188721,0.296670168638229,0.180200159549713,-0.0655256807804108,0.935532569885254,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
1774163144726,77479.03885043,0.0288615226745605,0.928739786148071,-0.0287730693817139,0.296643644571304,0.180029958486557,-0.0656892508268356,0.935562193393707,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
1774163144782,77479.09440601,0.0288972854614258,0.928706049919128,-0.0287744998931885,0.296579390764236,0.179845631122589,-0.0657537207007408,0.935613512992859,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
1774163144824,77479.136072647,0.0287742614746094,0.92877322435379,-0.0287632942199707,0.29639345407486,0.179828733205795,-0.0657629147171974,0.935675024986267,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
1774163144851,77479.163850487,0.0286755561828613,0.928890764713287,-0.0287520885467529,0.296095967292786,0.179879859089851,-0.0657095313072205,0.935763120651245,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
1774163144893,77479.205517156,0.0287654399871826,0.928920090198517,-0.0287294387817383,0.295743137598038,0.179725110530853,-0.0655977204442024,0.935912251472473,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
1774163144935,77479.247183852,0.0285651683807373,0.929050743579865,-0.0286743640899658,0.295472413301468,0.17934662103653,-0.0657279416918755,0.936061322689056,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
1774163144976,77479.288850499,0.0283336639404297,0.929178655147552,-0.0286600589752197,0.295361340045929,0.178768992424011,-0.0658572912216187,0.936197698116302,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
1774163145018,77479.330517186,0.0280323028564453,0.929293274879456,-0.0286858081817627,0.294975012540817,0.177555903792381,-0.0659136772155762,0.936546325683594,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
1774163145060,77479.37218384,0.0268652439117432,0.929693341255188,-0.0285422801971436,0.293821185827255,0.17300195991993,-0.065429225564003,0.93779444694519,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
1774163145101,77479.413850512,0.0247712135314941,0.930331826210022,-0.0284850597381592,0.292297303676605,0.163511902093887,-0.0632257610559464,0.940121650695801,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
1774163145129,77479.441628251,0.0219273567199707,0.931362092494965,-0.0283575057983398,0.288725256919861,0.149836897850037,-0.0606387555599213,0.943668127059937,1.37638175487518,0.839099586009979,0.965688765048981,1.42814791202545,0.100000001490116,Infinity,320,320
